%eval_id          Mean1          Mean2         Sigma1         Sigma2      MeanReal1      MeanImag1           Cxx1           Cxy1           Cyy1      MeanReal2      MeanImag2           Cxx2           Cxy2           Cyy2 
     176   0.7745966692   0.9604912687    1.774596669              1       1.005731       0.056576        5.2e-05         -8e-06        4.7e-05       1.005731      -0.056576        5.2e-05          8e-06        4.7e-05 
     177  -0.7745966692   0.9604912687    1.774596669              1       1.004985       0.037089          9e-06         -2e-06        1.9e-05       1.004985      -0.037089          9e-06          2e-06        1.9e-05 
     178   0.7745966692  -0.4342437493              1    1.774596669       0.997313       0.037282        2.5e-05       -1.2e-05        6.6e-05       0.997313      -0.037282        2.5e-05        1.2e-05        6.6e-05 
     179   0.7745966692   0.4342437493              1    1.774596669       0.973596       0.068279       0.000115       -1.3e-05        8.2e-05       0.973596      -0.068279       0.000115        1.3e-05        8.2e-05 
     180  -0.7745966692  -0.4342437493              1    1.774596669       0.989036       0.068466        8.8e-05          9e-06       0.000155       0.989036      -0.068466        8.8e-05         -9e-06       0.000155 
     181  -0.7745966692   0.4342437493              1    1.774596669       1.005932       0.048529          5e-06         -1e-06        4.6e-05       1.005932      -0.048529          5e-06          1e-06        4.6e-05 
     182   0.7745966692  -0.4342437493              1   0.2254033308       0.997912       0.039845          2e-06              0          5e-06       0.997912      -0.039845          2e-06             -0          5e-06 
     183   0.7745966692   0.4342437493              1   0.2254033308       0.997964       0.077581        1.1e-05         -1e-06          3e-06       0.997964      -0.077581        1.1e-05          1e-06          3e-06 
     184  -0.7745966692  -0.4342437493              1   0.2254033308       1.008879       0.082073          7e-06         -1e-06          9e-06       1.008879      -0.082073          7e-06          1e-06          9e-06 
     185  -0.7745966692   0.4342437493              1   0.2254033308       1.005812       0.049752          2e-06         -1e-06          2e-06       1.005812      -0.049752          2e-06          1e-06          2e-06 
     186   0.7745966692  -0.9604912687              1    1.774596669       1.000624       0.017166        1.3e-05              0        6.3e-05       1.000624      -0.017166        1.3e-05             -0        6.3e-05 
     187  -0.7745966692  -0.9604912687              1    1.774596669        0.98955       0.040374          8e-05        3.8e-05       0.000169        0.98955      -0.040374          8e-05       -3.8e-05       0.000169 
     188   0.7745966692   0.9604912687              1    1.774596669       0.988264       0.057203        3.9e-05       -1.7e-05        4.8e-05       0.988264      -0.057203        3.9e-05        1.7e-05        4.8e-05 
     189  -0.7745966692   0.9604912687              1    1.774596669       1.005617       0.037432          5e-06              0        2.5e-05       1.005617      -0.037432          5e-06             -0        2.5e-05 
     190   0.7745966692  -0.9604912687              1   0.2254033308       1.000897       0.018731          2e-06              0          8e-06       1.000897      -0.018731          2e-06             -0          8e-06 
     191  -0.7745966692  -0.9604912687              1   0.2254033308       1.003067       0.048164          1e-05          1e-06        1.3e-05       1.003067      -0.048164          1e-05         -1e-06        1.3e-05 
     192   0.7745966692   0.9604912687              1   0.2254033308       1.000614       0.057431          1e-05         -2e-06          2e-06       1.000614      -0.057431          1e-05          2e-06          2e-06 
     193  -0.7745966692   0.9604912687              1   0.2254033308        1.00516       0.037467          3e-06             -0          2e-06        1.00516      -0.037467          3e-06              0          2e-06 
     194              0  -0.2233866864              1    1.774596669       0.980427       0.085672       0.000111       -2.3e-05       0.000166       0.980427      -0.085672       0.000111        2.3e-05       0.000166 
     195              0   0.2233866864              1    1.774596669       0.990218       0.083566        3.6e-05       -3.1e-05       0.000116       0.990218      -0.083566        3.6e-05        3.1e-05       0.000116 
     196              0  -0.2233866864              1   0.2254033308       0.999139       0.097317          1e-05          1e-06          9e-06       0.999139      -0.097317          1e-05         -1e-06          9e-06 
     197              0   0.2233866864              1   0.2254033308       1.002662       0.088055          8e-06         -2e-06          4e-06       1.002662      -0.088055          8e-06          2e-06          4e-06 
     198              0  -0.6211029467              1    1.774596669       0.994819       0.052212        3.3e-05         -7e-06       0.000108       0.994819      -0.052212        3.3e-05          7e-06       0.000108 
     199              0   0.6211029467              1    1.774596669       0.999686       0.061342        1.3e-05       -1.1e-05        6.2e-05       0.999686      -0.061342        1.3e-05        1.1e-05        6.2e-05 
     200              0  -0.6211029467              1   0.2254033308       0.998508        0.05448          6e-06          1e-06          1e-05       0.998508       -0.05448          6e-06         -1e-06          1e-05 
     201              0   0.6211029467              1   0.2254033308        1.00328       0.061091          6e-06         -1e-06          2e-06        1.00328      -0.061091          6e-06          1e-06          2e-06 
     202              0  -0.8884592329              1    1.774596669       0.998479       0.034414        1.8e-05         -2e-06        7.8e-05       0.998479      -0.034414        1.8e-05          2e-06        7.8e-05 
     203              0   0.8884592329              1    1.774596669       1.001609       0.050989          1e-05         -6e-06        4.2e-05       1.001609      -0.050989          1e-05          6e-06        4.2e-05 
     204              0  -0.8884592329              1   0.2254033308       0.999847       0.035127          5e-06          1e-06          1e-05       0.999847      -0.035127          5e-06         -1e-06          1e-05 
     205              0   0.8884592329              1   0.2254033308        1.00349       0.050117          5e-06         -1e-06          2e-06        1.00349      -0.050117          5e-06          1e-06          2e-06 
     206              0  -0.9938319632              1    1.774596669       0.999216       0.028952        1.6e-05              0        7.4e-05       0.999216      -0.028952        1.6e-05             -0        7.4e-05 
     207              0   0.9938319632              1    1.774596669       1.002018       0.047824          9e-06         -5e-06        3.6e-05       1.002018      -0.047824          9e-06          5e-06        3.6e-05 
     208              0  -0.9938319632              1   0.2254033308       1.000262       0.029534          4e-06          1e-06        1.1e-05       1.000262      -0.029534          4e-06         -1e-06        1.1e-05 
     209              0   0.9938319632              1   0.2254033308       1.003537       0.046861          5e-06         -1e-06          2e-06       1.003537      -0.046861          5e-06          1e-06          2e-06 
     210              0  -0.2233866864   0.2254033308              1       0.987788       0.090377        1.5e-05         -3e-06        1.6e-05       0.987788      -0.090377        1.5e-05          3e-06        1.6e-05 
     211              0   0.2233866864   0.2254033308              1       0.995098       0.085436          4e-06         -5e-06        1.3e-05       0.995098      -0.085436          4e-06          5e-06        1.3e-05 
     212              0  -0.6211029467   0.2254033308              1       0.996357       0.053409          8e-06             -0        1.2e-05       0.996357      -0.053409          8e-06              0        1.2e-05 
     213              0  -0.2233866864    1.774596669              1       1.008621       0.102618          9e-05          3e-05       0.000227       1.008621      -0.102618          9e-05         -3e-05       0.000227 
     214              0   0.6211029467   0.2254033308              1       1.001115       0.061436          2e-06         -2e-06          8e-06       1.001115      -0.061436          2e-06          2e-06          8e-06 
     215              0   0.2233866864    1.774596669              1       1.008343       0.089758        4.7e-05         -4e-06       0.000124       1.008343      -0.089758        4.7e-05          4e-06       0.000124 
     216              0  -0.6211029467    1.774596669              1       0.999756       0.054772        2.5e-05          4e-06       0.000116       0.999756      -0.054772        2.5e-05         -4e-06       0.000116 
     217              0   0.6211029467    1.774596669              1        1.00472       0.060612        2.3e-05         -6e-06        5.1e-05        1.00472      -0.060612        2.3e-05          6e-06        5.1e-05 
     218              0  -0.8884592329   0.2254033308              1       0.999083       0.035158          4e-06              0          8e-06       0.999083      -0.035158          4e-06             -0          8e-06 
     219              0   0.8884592329   0.2254033308              1       1.002365       0.050848          2e-06         -1e-06          6e-06       1.002365      -0.050848          2e-06          1e-06          6e-06 
     220              0  -0.9938319632   0.2254033308              1       0.999719       0.029744          3e-06              0          7e-06       0.999719      -0.029744          3e-06             -0          7e-06 
     221              0   0.9938319632   0.2254033308              1       1.002633       0.047646          1e-06         -1e-06          5e-06       1.002633      -0.047646          1e-06          1e-06          5e-06 
     222              0  -0.8884592329    1.774596669              1       1.000136       0.034286        1.9e-05          4e-06        9.2e-05       1.000136      -0.034286        1.9e-05         -4e-06        9.2e-05 
     223              0   0.8884592329    1.774596669              1       1.004222       0.049377        1.9e-05         -5e-06        3.3e-05       1.004222      -0.049377        1.9e-05          5e-06        3.3e-05 
     224              0  -0.9938319632    1.774596669              1       1.000202       0.028327        2.1e-05          1e-05        9.4e-05       1.000202      -0.028327        2.1e-05         -1e-05        9.4e-05 
     225              0   0.9938319632    1.774596669              1       1.004123       0.046087        1.9e-05         -4e-06        2.9e-05       1.004123      -0.046087        1.9e-05          4e-06        2.9e-05 
     226              0  -0.1124889431              1              1       0.993382       0.099885        2.3e-05         -1e-05        6.4e-05       0.993382      -0.099885        2.3e-05          1e-05        6.4e-05 
     227              0   0.1124889431              1              1       0.996929       0.094412        1.4e-05       -1.1e-05          5e-05       0.996929      -0.094412        1.4e-05        1.1e-05          5e-05 
     228              0  -0.3311353933              1              1       0.993942       0.083246        2.1e-05         -5e-06        6.1e-05       0.993942      -0.083246        2.1e-05          5e-06        6.1e-05 
     229              0   0.3311353933              1              1       1.000184       0.078623          1e-05         -7e-06        3.4e-05       1.000184      -0.078623          1e-05          7e-06        3.4e-05 
     230              0  -0.5313197436              1              1       0.996387       0.062011        1.5e-05         -2e-06        4.7e-05       0.996387      -0.062011        1.5e-05          2e-06        4.7e-05 
     231              0   0.5313197436              1              1       1.001782       0.065796          8e-06         -4e-06        2.4e-05       1.001782      -0.065796          8e-06          4e-06        2.4e-05 
     232              0  -0.7024962065              1              1       0.998126       0.047101        1.1e-05             -0        3.7e-05       0.998126      -0.047101        1.1e-05              0        3.7e-05 
     233              0   0.7024962065              1              1       1.002505       0.057354          7e-06         -3e-06        1.8e-05       1.002505      -0.057354          7e-06          3e-06        1.8e-05 
     234              0  -0.8367259382              1              1       0.999115       0.037925          9e-06              0        3.1e-05       0.999115      -0.037925          9e-06             -0        3.1e-05 
     235              0   0.8367259382              1              1       1.002845       0.052096          7e-06         -3e-06        1.5e-05       1.002845      -0.052096          7e-06          3e-06        1.5e-05 
     236              0  -0.9296548574              1              1       0.999645       0.032611          8e-06              0        2.9e-05       0.999645      -0.032611          8e-06             -0        2.9e-05 
     237              0   0.9296548574              1              1       1.003008       0.049013          6e-06         -2e-06        1.3e-05       1.003008      -0.049013          6e-06          2e-06        1.3e-05 
     238              0  -0.9815311496              1              1       0.999897       0.029942          7e-06              0        2.9e-05       0.999897      -0.029942          7e-06             -0        2.9e-05 
     239              0   -0.999098125              1              1       0.999976       0.029079          7e-06              0        2.9e-05       0.999976      -0.029079          7e-06             -0        2.9e-05 
     240              0   0.9815311496              1              1       1.003081       0.047459          6e-06         -2e-06        1.2e-05       1.003081      -0.047459          6e-06          2e-06        1.2e-05 
     241              0    0.999098125              1              1       1.003104       0.046957          6e-06         -2e-06        1.2e-05       1.003104      -0.046957          6e-06          2e-06        1.2e-05 
     242   0.7745966692  -0.2233866864              1              1       0.995064       0.050811        1.1e-05         -4e-06        3.1e-05       0.995064      -0.050811        1.1e-05          4e-06        3.1e-05 
     243   0.7745966692   0.2233866864              1              1       0.989093       0.074399        1.9e-05         -9e-06        3.7e-05       0.989093      -0.074399        1.9e-05          9e-06        3.7e-05 
     244  -0.7745966692  -0.2233866864              1              1       1.004626        0.07538          6e-06         -4e-06        4.5e-05       1.004626       -0.07538          6e-06          4e-06        4.5e-05 
     245  -0.7745966692   0.2233866864              1              1          1.006       0.056541          3e-06         -1e-06        2.2e-05          1.006      -0.056541          3e-06          1e-06        2.2e-05 
     246   0.7745966692  -0.6211029467              1              1        0.99929       0.030418          7e-06         -2e-06        2.1e-05        0.99929      -0.030418          7e-06          2e-06        2.1e-05 
     247   0.7745966692   0.6211029467              1              1       0.992645       0.070208        1.9e-05         -8e-06        2.7e-05       0.992645      -0.070208        1.9e-05          8e-06        2.7e-05 
     248  -0.7745966692  -0.6211029467              1              1         1.0002       0.070668        2.3e-05             -0        5.8e-05         1.0002      -0.070668        2.3e-05              0        5.8e-05 
     249  -0.7745966692   0.6211029467              1              1       1.005664       0.044244          3e-06         -1e-06        1.2e-05       1.005664      -0.044244          3e-06          1e-06        1.2e-05 
     250   0.7745966692  -0.8884592329              1              1       1.000701       0.020582          5e-06         -2e-06        2.2e-05       1.000701      -0.020582          5e-06          2e-06        2.2e-05 
     251  -0.7745966692  -0.8884592329              1              1       0.999075        0.05147        2.1e-05          3e-06          5e-05       0.999075       -0.05147        2.1e-05         -3e-06          5e-05 
     252   0.7745966692   0.8884592329              1              1       0.996178       0.060132        1.5e-05         -5e-06        1.9e-05       0.996178      -0.060132        1.5e-05          5e-06        1.9e-05 
     253  -0.7745966692   0.8884592329              1              1       1.005379       0.038663          3e-06             -0          9e-06       1.005379      -0.038663          3e-06              0          9e-06 
     254   0.7745966692  -0.9938319632              1              1       1.001022        0.01717          5e-06         -1e-06        2.5e-05       1.001022       -0.01717          5e-06          1e-06        2.5e-05 
     255  -0.7745966692  -0.9938319632              1              1       0.999111        0.04409        1.9e-05          3e-06        4.7e-05       0.999111       -0.04409        1.9e-05         -3e-06        4.7e-05 
     256   0.7745966692   0.9938319632              1              1       0.997232       0.056364        1.4e-05         -5e-06        1.7e-05       0.997232      -0.056364        1.4e-05          5e-06        1.7e-05 
     257  -0.7745966692   0.9938319632              1              1       1.005276       0.036874          3e-06             -0          8e-06       1.005276      -0.036874          3e-06              0          8e-06 
     258   0.4342437493  -0.7745966692   0.2254033308              1       0.999581        0.03109          4e-06         -1e-06          7e-06       0.999581       -0.03109          4e-06          1e-06          7e-06 
     259  -0.4342437493  -0.7745966692   0.2254033308              1       0.995698       0.053588          1e-05          2e-06        1.5e-05       0.995698      -0.053588          1e-05         -2e-06        1.5e-05 
     260   0.4342437493   0.7745966692   0.2254033308              1       0.996167       0.062245          5e-06         -4e-06          7e-06       0.996167      -0.062245          5e-06          4e-06          7e-06 
     261  -0.4342437493   0.7745966692   0.2254033308              1       1.004703       0.046589          1e-06             -0          6e-06       1.004703      -0.046589          1e-06              0          6e-06 
     262   0.4342437493  -0.7745966692    1.774596669              1       0.999607       0.030774        1.2e-05              0        7.1e-05       0.999607      -0.030774        1.2e-05             -0        7.1e-05 
     263  -0.4342437493  -0.7745966692    1.774596669              1       1.004625       0.056354        4.3e-05        1.2e-05        0.00013       1.004625      -0.056354        4.3e-05       -1.2e-05        0.00013 
     264   0.4342437493   0.7745966692    1.774596669              1       1.004947        0.06118        3.9e-05         -6e-06        5.2e-05       1.004947       -0.06118        3.9e-05          6e-06        5.2e-05 
     265  -0.4342437493   0.7745966692    1.774596669              1       1.004879       0.045852        1.2e-05         -4e-06        2.9e-05       1.004879      -0.045852        1.2e-05          4e-06        2.9e-05 
     266   0.9604912687  -0.7745966692   0.2254033308              1       1.000584       0.021604          4e-06         -3e-06          7e-06       1.000584      -0.021604          4e-06          3e-06          7e-06 
     267   0.9604912687   0.7745966692   0.2254033308              1       0.986648       0.062594        1.1e-05         -5e-06          6e-06       0.986648      -0.062594        1.1e-05          5e-06          6e-06 
     268  -0.9604912687  -0.7745966692   0.2254033308              1       0.993603       0.056347        1.7e-05          6e-06        2.2e-05       0.993603      -0.056347        1.7e-05         -6e-06        2.2e-05 
     269  -0.9604912687   0.7745966692   0.2254033308              1       1.005908       0.038337          1e-06          1e-06          5e-06       1.005908      -0.038337          1e-06         -1e-06          5e-06 
     270   0.9604912687  -0.7745966692    1.774596669              1       1.000002       0.021624          9e-06          1e-06        5.6e-05       1.000002      -0.021624          9e-06         -1e-06        5.6e-05 
     271   0.9604912687   0.7745966692    1.774596669              1       1.009581       0.064242       0.000102       -1.2e-05        6.9e-05       1.009581      -0.064242       0.000102        1.2e-05        6.9e-05 
     272  -0.9604912687  -0.7745966692    1.774596669              1       1.019321       0.065366       0.000124        1.7e-05       0.000148       1.019321      -0.065366       0.000124       -1.7e-05       0.000148 
     273  -0.9604912687   0.7745966692    1.774596669              1       1.005289        0.03822          8e-06         -2e-06        2.1e-05       1.005289       -0.03822          8e-06          2e-06        2.1e-05 
     274   0.4342437493  -0.2233866864              1              1        0.99307       0.067966        1.5e-05         -5e-06        4.5e-05        0.99307      -0.067966        1.5e-05          5e-06        4.5e-05 
     275   0.4342437493   0.2233866864              1              1       0.990622       0.088503        2.1e-05       -1.1e-05        4.4e-05       0.990622      -0.088503        2.1e-05        1.1e-05        4.4e-05 
     276  -0.4342437493  -0.2233866864              1              1       1.000575       0.093023        1.5e-05         -8e-06        6.2e-05       1.000575      -0.093023        1.5e-05          8e-06        6.2e-05 
     277  -0.4342437493   0.2233866864              1              1       1.004485       0.069016          5e-06         -4e-06          3e-05       1.004485      -0.069016          5e-06          4e-06          3e-05 
     278   0.4342437493  -0.6211029467              1              1       0.998467       0.038893          8e-06         -1e-06        2.7e-05       0.998467      -0.038893          8e-06          1e-06        2.7e-05 
     279  -0.4342437493  -0.6211029467              1              1       0.997807       0.068743        2.2e-05         -1e-06        5.6e-05       0.997807      -0.068743        2.2e-05          1e-06        5.6e-05 
     280   0.4342437493   0.6211029467              1              1       0.997156       0.069553        1.4e-05         -6e-06        2.5e-05       0.997156      -0.069553        1.4e-05          6e-06        2.5e-05 
     281  -0.4342437493   0.6211029467              1              1       1.004806       0.050985          4e-06         -2e-06        1.5e-05       1.004806      -0.050985          4e-06          2e-06        1.5e-05 
     282   0.4342437493  -0.8884592329              1              1       1.000209       0.026008          6e-06         -1e-06        2.3e-05       1.000209      -0.026008          6e-06          1e-06        2.3e-05 
     283   0.9604912687  -0.2233866864              1              1       0.996026       0.043798          1e-05         -4e-06        2.6e-05       0.996026      -0.043798          1e-05          4e-06        2.6e-05 
     284   0.9604912687   0.2233866864              1              1       0.989909        0.06537        1.7e-05         -9e-06        3.3e-05       0.989909       -0.06537        1.7e-05          9e-06        3.3e-05 
     285  -0.4342437493  -0.8884592329              1              1       0.998814       0.045273        1.4e-05          1e-06        4.2e-05       0.998814      -0.045273        1.4e-05         -1e-06        4.2e-05 
     286  -0.9604912687  -0.2233866864              1              1       1.005509       0.066201          4e-06         -2e-06        3.7e-05       1.005509      -0.066201          4e-06          2e-06        3.7e-05 
     287   0.4342437493   0.8884592329              1              1       0.999673       0.057059        1.1e-05         -4e-06        1.7e-05       0.999673      -0.057059        1.1e-05          4e-06        1.7e-05 
     288  -0.9604912687   0.2233866864              1              1       1.006295       0.051078          3e-06         -1e-06        1.9e-05       1.006295      -0.051078          3e-06          1e-06        1.9e-05 
     289  -0.4342437493   0.8884592329              1              1       1.004701       0.043389          4e-06         -1e-06        1.1e-05       1.004701      -0.043389          4e-06          1e-06        1.1e-05 
     290   0.4342437493  -0.9938319632              1              1        1.00065       0.021906          5e-06         -1e-06        2.4e-05        1.00065      -0.021906          5e-06          1e-06        2.4e-05 
     291  -0.4342437493  -0.9938319632              1              1       0.999252       0.038081        1.2e-05          2e-06        3.9e-05       0.999252      -0.038081        1.2e-05         -2e-06        3.9e-05 
     292   0.4342437493   0.9938319632              1              1       1.000297       0.053134          1e-05         -3e-06        1.5e-05       1.000297      -0.053134          1e-05          3e-06        1.5e-05 
     293  -0.4342437493   0.9938319632              1              1       1.004647       0.041041          4e-06         -1e-06          1e-05       1.004647      -0.041041          4e-06          1e-06          1e-05 
     294   0.9604912687  -0.6211029467              1              1       0.999658       0.026761          6e-06         -3e-06          2e-05       0.999658      -0.026761          6e-06          3e-06          2e-05 
     295   0.9604912687   0.6211029467              1              1       0.990929       0.067586          2e-05         -8e-06        2.6e-05       0.990929      -0.067586          2e-05          8e-06        2.6e-05 
     296  -0.9604912687  -0.6211029467              1              1       1.001595       0.067053        1.9e-05              0        5.3e-05       1.001595      -0.067053        1.9e-05             -0        5.3e-05 
     297  -0.9604912687   0.6211029467              1              1       1.005891       0.041115          3e-06             -0        1.1e-05       1.005891      -0.041115          3e-06              0        1.1e-05 
     298   0.9604912687  -0.8884592329              1              1       1.000902       0.018071          5e-06         -2e-06        2.2e-05       1.000902      -0.018071          5e-06          2e-06        2.2e-05 
     299  -0.9604912687  -0.8884592329              1              1       0.999583         0.0527        2.3e-05          3e-06        5.2e-05       0.999583        -0.0527        2.3e-05         -3e-06        5.2e-05 
     300   0.9604912687   0.8884592329              1              1        0.99427       0.060261        1.8e-05         -6e-06          2e-05        0.99427      -0.060261        1.8e-05          6e-06          2e-05 
     301  -0.9604912687   0.8884592329              1              1       1.005589       0.036397          3e-06             -0          8e-06       1.005589      -0.036397          3e-06              0          8e-06 
     302   0.9604912687  -0.9938319632              1              1       1.001109       0.014919          5e-06         -1e-06        2.7e-05       1.001109      -0.014919          5e-06          1e-06        2.7e-05 
     303  -0.9604912687  -0.9938319632              1              1       0.999312       0.046043        2.2e-05          4e-06          5e-05       0.999312      -0.046043        2.2e-05         -4e-06          5e-05 
     304   0.9604912687   0.9938319632              1              1       0.995449       0.056988        1.6e-05         -5e-06        1.8e-05       0.995449      -0.056988        1.6e-05          5e-06        1.8e-05 
     305  -0.9604912687   0.9938319632              1              1       1.005481       0.034855          3e-06             -0          7e-06       1.005481      -0.034855          3e-06              0          7e-06 
     306   0.4342437493  -0.7745966692              1    1.774596669       0.999455       0.030273        1.6e-05         -6e-06        6.4e-05       0.999455      -0.030273        1.6e-05          6e-06        6.4e-05 
     307  -0.4342437493  -0.7745966692              1    1.774596669       0.991855       0.051138        5.2e-05          2e-06       0.000132       0.991855      -0.051138        5.2e-05         -2e-06       0.000132 
     308   0.4342437493   0.7745966692              1    1.774596669       0.992657       0.062122        2.7e-05       -1.7e-05        5.9e-05       0.992657      -0.062122        2.7e-05        1.7e-05        5.9e-05 
     309  -0.4342437493   0.7745966692              1    1.774596669       1.004613       0.046438          6e-06         -2e-06        3.7e-05       1.004613      -0.046438          6e-06          2e-06        3.7e-05 
     310   0.4342437493  -0.7745966692              1   0.2254033308       0.999675       0.031307          3e-06          1e-06          7e-06       0.999675      -0.031307          3e-06         -1e-06          7e-06 
     311  -0.4342437493  -0.7745966692              1   0.2254033308       1.001106       0.055695          9e-06          1e-06        1.2e-05       1.001106      -0.055695          9e-06         -1e-06        1.2e-05 
     312   0.4342437493   0.7745966692              1   0.2254033308       1.001401       0.061826          8e-06         -2e-06          2e-06       1.001401      -0.061826          8e-06          2e-06          2e-06 
     313  -0.4342437493   0.7745966692              1   0.2254033308       1.004799        0.04631          4e-06         -1e-06          2e-06       1.004799       -0.04631          4e-06          1e-06          2e-06 
     314   0.9604912687  -0.7745966692              1    1.774596669       1.000419       0.020246        1.5e-05         -6e-06          6e-05       1.000419      -0.020246        1.5e-05          6e-06          6e-05 
     315   0.9604912687   0.7745966692              1    1.774596669       0.978211       0.059801        8.5e-05       -1.3e-05        5.8e-05       0.978211      -0.059801        8.5e-05        1.3e-05        5.8e-05 
     316  -0.9604912687  -0.7745966692              1    1.774596669       0.984033       0.048164       0.000172        9.6e-05       0.000238       0.984033      -0.048164       0.000172       -9.6e-05       0.000238 
     317  -0.9604912687   0.7745966692              1    1.774596669       1.006117       0.037969          5e-06          1e-06        2.7e-05       1.006117      -0.037969          5e-06         -1e-06        2.7e-05 
     318   0.9604912687  -0.7745966692              1   0.2254033308       1.000382        0.02213          1e-06              0          5e-06       1.000382       -0.02213          1e-06             -0          5e-06 
     319   0.9604912687   0.7745966692              1   0.2254033308       0.999484       0.064568        1.1e-05         -2e-06          2e-06       0.999484      -0.064568        1.1e-05          2e-06          2e-06 
     320  -0.9604912687  -0.7745966692              1   0.2254033308       1.007528       0.063051          1e-05          1e-06        1.1e-05       1.007528      -0.063051          1e-05         -1e-06        1.1e-05 
     321  -0.9604912687   0.7745966692              1   0.2254033308       1.005522       0.038435          2e-06             -0          2e-06       1.005522      -0.038435          2e-06              0          2e-06 
     322              0  -0.4342437493   0.2254033308    1.774596669       0.987147       0.067393        5.2e-05          1e-06        4.5e-05       0.987147      -0.067393        5.2e-05         -1e-06        4.5e-05 
     323              0   0.4342437493   0.2254033308    1.774596669       0.994884       0.071165        1.3e-05       -1.2e-05        3.1e-05       0.994884      -0.071165        1.3e-05        1.2e-05        3.1e-05 
     324              0  -0.4342437493   0.2254033308   0.2254033308        0.99535       0.072257          1e-06             -0          1e-06        0.99535      -0.072257          1e-06              0          1e-06 
     325              0   0.4342437493   0.2254033308   0.2254033308        1.00113       0.071807              0             -0          1e-06        1.00113      -0.071807              0              0          1e-06 
     326              0  -0.4342437493    1.774596669    1.774596669       0.994834       0.071253        7.3e-05       -1.9e-05       0.000417       0.994834      -0.071253        7.3e-05        1.9e-05       0.000417 
     327              0   0.4342437493    1.774596669    1.774596669       1.001123       0.071145        3.4e-05       -2.5e-05       0.000217       1.001123      -0.071145        3.4e-05        2.5e-05       0.000217 
     328              0  -0.4342437493    1.774596669   0.2254033308       1.004388       0.078394          3e-05          1e-05        3.5e-05       1.004388      -0.078394          3e-05         -1e-05        3.5e-05 
     329              0   0.4342437493    1.774596669   0.2254033308        1.00764       0.072693        2.6e-05         -4e-06          9e-06        1.00764      -0.072693        2.6e-05          4e-06          9e-06 
     330              0  -0.9604912687   0.2254033308    1.774596669       0.998761       0.031268        1.2e-05          1e-06        2.2e-05       0.998761      -0.031268        1.2e-05         -1e-06        2.2e-05 
     331              0   0.9604912687   0.2254033308    1.774596669       1.001369       0.049447          4e-06         -4e-06        1.8e-05       1.001369      -0.049447          4e-06          4e-06        1.8e-05 
     332              0  -0.9604912687   0.2254033308   0.2254033308       0.999886       0.031431              0              0          1e-06       0.999886      -0.031431              0             -0          1e-06 
     333              0   0.9604912687   0.2254033308   0.2254033308       1.003045       0.048278              0             -0              0       1.003045      -0.048278              0              0              0 
     334              0  -0.9604912687    1.774596669    1.774596669       0.998835       0.029525        3.7e-05        2.1e-05       0.000197       0.998835      -0.029525        3.7e-05       -2.1e-05       0.000197 
     335              0   0.9604912687    1.774596669    1.774596669       1.003049        0.04757        2.1e-05         -9e-06        8.8e-05       1.003049       -0.04757        2.1e-05          9e-06        8.8e-05 
     336              0  -0.9604912687    1.774596669   0.2254033308       1.000692       0.030708        1.4e-05          4e-06        3.7e-05       1.000692      -0.030708        1.4e-05         -4e-06        3.7e-05 
     337              0   0.9604912687    1.774596669   0.2254033308       1.004602       0.046959        1.8e-05         -3e-06          6e-06       1.004602      -0.046959        1.8e-05          3e-06          6e-06 
