  0.9992787238   0.0612826976 2.94443873e-05 -6.80728676e-07 5.734643553e-05   0.9992787238  -0.0612826976 2.94443873e-05 6.80728676e-07 5.734643553e-05              0              0              0              0 
-0.005829850673 -0.003360948234 6.745609768e-06 -5.509705808e-06 -7.259467916e-06 -0.005829850673 0.003360948234 6.745609768e-06 5.509705808e-06 -7.259467916e-06              1              0              0              0 
0.001184198305 -0.01291603764 1.123862758e-05 7.309181202e-06 -1.285496045e-05 0.001184198305  0.01291603764 1.123862758e-05 -7.309181202e-06 -1.285496045e-05              2              0              0              0 
0.001285551014 0.006383863767 -6.522066237e-06 -6.622278737e-06 -2.619358381e-05 0.001285551014 -0.006383863767 -6.522066237e-06 6.622278737e-06 -2.619358381e-05              0              1              0              0 
0.002393295439  -0.0298866503 -6.700144811e-06 6.006287074e-06 -2.857523949e-05 0.002393295439   0.0298866503 -6.700144811e-06 -6.006287074e-06 -2.857523949e-05              0              2              0              0 
0.005842526061 0.002318680518 3.281546086e-05 5.264761971e-06 6.806184536e-05 0.005842526061 -0.002318680518 3.281546086e-05 -5.264761971e-06 6.806184536e-05              0              0              1              0 
0.002722286094 0.0008895856685 3.782873218e-05 8.515515354e-06 3.140905834e-05 0.002722286094 -0.0008895856685 3.782873218e-05 -8.515515354e-06 3.140905834e-05              0              0              2              0 
-0.00522170866 -0.003098111231 3.292052541e-05 -1.127663318e-06 6.757314314e-05 -0.00522170866 0.003098111231 3.292052541e-05 1.127663318e-06 6.757314314e-05              0              0              0              1 
-0.001757063012 -0.001105769542 2.755412176e-05 7.766468556e-06 2.581871014e-05 -0.001757063012 0.001105769542 2.755412176e-05 -7.766468556e-06 2.581871014e-05              0              0              0              2 
-0.004600520334  0.02766576084 4.213203388e-05 4.934871552e-06 3.732606763e-05 -0.004600520334 -0.02766576084 4.213203388e-05 -4.934871552e-06 3.732606763e-05              1              1              0              0 
